OBJECT_NAME,MEAN_MOTION,NORAD_CAT_ID,SEMIMAJOR_AXIS,PERIOD,OBJECT_TYPE,RCS_SIZE,AVG_ALTITUDE,Clusters
ARIANE 1 DEB,14.94209413,17155,6962.965,96.372,DEBRIS,SMALL,592.965,0
ARIANE 1 DEB,14.82400463,17128,6999.894,97.14,DEBRIS,SMALL,629.894,0
ARIANE 1 DEB,14.80739954,17122,7005.126,97.249,DEBRIS,MEDIUM,635.126,0
COSMOS 2251 DEB,14.81886233,33804,7001.514,97.173,DEBRIS,SMALL,631.514,0
COSMOS 2251 DEB,15.18671612,33812,6887.991,94.82,DEBRIS,SMALL,517.991,0
COSMOS 2251 DEB,14.74205296,33813,7025.812,97.68,DEBRIS,SMALL,655.812,0
COSMOS 1758,15.05336175,16791,6928.611,95.66,PAYLOAD,LARGE,558.611,0
SL-14 R/B,14.83289344,16792,6997.097,97.082,ROCKET BODY,LARGE,627.097,0
COSMOS 2251 DEB,14.76734514,33918,7017.788,97.512,DEBRIS,SMALL,647.788,0
SL-8 DEB,14.75661645,16867,7021.189,97.583,DEBRIS,SMALL,651.189,0
COSMOS 1766,15.1142976,16881,6909.976,95.274,PAYLOAD,LARGE,539.976,0
SL-14 R/B,14.83274526,16882,6997.144,97.083,ROCKET BODY,LARGE,627.144,0
IRIDIUM 33 DEB,14.75889321,33955,7020.467,97.568,DEBRIS,SMALL,650.467,0
RESURS O1 DEB,14.82814561,46513,6998.591,97.113,DEBRIS,SMALL,628.591,0
IRIDIUM 33 DEB,14.93165045,33876,6966.211,96.439,DEBRIS,SMALL,596.211,0
COSMOS 1782,15.07583725,16986,6921.723,95.517,PAYLOAD,LARGE,551.723,0
SL-14 R/B,14.83116131,16987,6997.642,97.093,ROCKET BODY,LARGE,627.642,0
IRIDIUM 33 DEB,14.72434823,33875,7031.443,97.797,DEBRIS,MEDIUM,661.443,0
COSMOS 2251 DEB,14.87694317,33845,6983.279,96.794,DEBRIS,SMALL,613.279,0
COSMOS 2251 DEB,14.82037277,33821,7001.038,97.164,DEBRIS,SMALL,631.038,0
IRIDIUM 33 DEB,14.77758598,33879,7014.545,97.445,DEBRIS,SMALL,644.545,0
SL-14 R/B,14.83145956,16263,6997.548,97.091,ROCKET BODY,LARGE,627.548,0
COSMOS 1703,15.11715386,16262,6909.105,95.256,PAYLOAD,LARGE,539.105,0
IRIDIUM 33 DEB,14.78486765,34359,7012.242,97.397,DEBRIS,SMALL,642.242,0
RESURS O1 DEB,14.81613356,46511,7002.373,97.191,DEBRIS,SMALL,632.373,0
COSMOS 2251 DEB,14.89520448,34822,6977.57,96.675,DEBRIS,SMALL,607.57,0
IRIDIUM 33 DEB,14.86579185,34827,6986.77,96.867,DEBRIS,SMALL,616.77,0
COSMOS 2251 DEB,14.90270142,34847,6975.23,96.627,DEBRIS,SMALL,605.23,0
COSMOS 2251 DEB,14.8078622,34853,7004.981,97.246,DEBRIS,SMALL,634.981,0
COSMOS 2251 DEB,14.7631634,34873,7019.113,97.54,DEBRIS,SMALL,649.113,0
SL-14 R/B,14.83913039,15495,6995.137,97.041,ROCKET BODY,LARGE,625.137,0
COSMOS 1626,15.24948735,15494,6869.076,94.429,PAYLOAD,LARGE,499.076,0
COSMOS 2251 DEB,15.10055557,34877,6914.167,95.361,DEBRIS,SMALL,544.167,0
RESURS O1 DEB,14.80754227,46510,7005.081,97.248,DEBRIS,SMALL,635.081,0
COSMOS 2251 DEB,14.76485809,34886,7018.576,97.529,DEBRIS,SMALL,648.576,0
IRIDIUM 33 DEB,14.87307124,34899,6984.491,96.819,DEBRIS,SMALL,614.491,0
RESURS O1 DEB,14.8105104,46509,7004.145,97.228,DEBRIS,SMALL,634.145,0
COSMOS 2251 DEB,14.73533397,34912,7027.948,97.724,DEBRIS,SMALL,657.948,0
