OBJECT_NAME,MEAN_MOTION,NORAD_CAT_ID,SEMIMAJOR_AXIS,PERIOD,OBJECT_TYPE,RCS_SIZE,AVG_ALTITUDE,Clusters
COSMOS 647,12.52836155,7271,7830.791,114.939,PAYLOAD,MEDIUM,1460.791,1
COSMOS 646,12.5498692,7270,7821.842,114.742,PAYLOAD,MEDIUM,1451.842,1
COSMOS 645,12.5949965,7269,7803.147,114.331,PAYLOAD,MEDIUM,1433.147,1
COSMOS 644,12.63649243,7268,7786.055,113.956,PAYLOAD,MEDIUM,1416.055,1
COSMOS 643,12.61548429,7267,7794.697,114.145,PAYLOAD,MEDIUM,1424.697,1
DELTA 1 R/B,12.5135879,3616,7836.954,115.075,ROCKET BODY,LARGE,1466.954,1
TBA - TO BE ASSIGNED,12.39516076,82453,7886.792,116.174,TBA,,1516.792,1
NOAA 4,12.53149665,7529,7829.485,114.91,PAYLOAD,LARGE,1459.485,1
INTASAT,12.53479613,7531,7828.111,114.88,PAYLOAD,MEDIUM,1458.111,1
COSMOS 734,12.51760715,7823,7835.276,115.038,PAYLOAD,MEDIUM,1465.276,1
COSMOS 733,12.38808959,7822,7889.793,116.241,PAYLOAD,MEDIUM,1519.793,1
TBA - TO BE ASSIGNED,12.38879603,270101,7889.493,116.234,TBA,,1519.493,1
COSMOS 732,12.56683781,7820,7814.799,114.587,PAYLOAD,MEDIUM,1444.799,1
FENGYUN 1C DEB,12.4095389,29746,7880.699,116.04,DEBRIS,SMALL,1510.699,1
BREEZE-M DEB,12.55310331,38948,7820.499,114.713,DEBRIS,SMALL,1450.499,1
TBA - TO BE ASSIGNED,12.46208159,270099,7858.532,115.551,TBA,,1488.532,1
ESSA 7 (TOS-E),12.52977829,3345,7830.201,114.926,PAYLOAD,MEDIUM,1460.201,1
DELTA 1 R/B,12.54302254,3346,7824.688,114.805,ROCKET BODY,LARGE,1454.688,1
BREEZE-M DEB,12.62426503,38957,7791.082,114.066,DEBRIS,SMALL,1421.082,1
DELTA 1 DEB,12.67076911,3416,7772.007,113.647,DEBRIS,SMALL,1402.007,1
DELTA 1 DEB,12.39717464,3417,7885.938,116.155,DEBRIS,SMALL,1515.938,1
COSMOS 718,12.51356476,7685,7836.963,115.075,PAYLOAD,MEDIUM,1466.963,1
COSMOS 717,12.39801822,7684,7885.58,116.148,PAYLOAD,MEDIUM,1515.58,1
COSMOS 716,12.42414641,7683,7874.521,115.903,PAYLOAD,MEDIUM,1504.521,1
COSMOS 715,12.4471087,7682,7864.833,115.69,PAYLOAD,MEDIUM,1494.833,1
COSMOS 714,12.49266278,7681,7845.702,115.268,PAYLOAD,MEDIUM,1475.702,1
COSMOS 713,12.55636019,7680,7819.146,114.683,PAYLOAD,MEDIUM,1449.146,1
COSMOS 712,12.53426482,7679,7828.333,114.885,PAYLOAD,MEDIUM,1458.333,1
COSMOS 711,12.47049976,7678,7854.995,115.473,PAYLOAD,MEDIUM,1484.995,1
SL-8 R/B,12.70408169,7665,7758.415,113.349,ROCKET BODY,LARGE,1388.415,1
COSMOS 708,12.68270725,7663,7767.129,113.54,PAYLOAD,LARGE,1397.129,1
BREEZE-M DEB,12.56057256,38961,7817.398,114.644,DEBRIS,SMALL,1447.398,1
OPS 6630 DEB,12.56008402,7559,7817.601,114.649,DEBRIS,SMALL,1447.601,1
THORAD DELTA 1 R/B,12.39868556,7532,7885.297,116.141,ROCKET BODY,MEDIUM,1515.297,1
COSMOS 763,12.43528753,8287,7869.817,115.799,PAYLOAD,MEDIUM,1499.817,1
COSMOS 764,12.41056762,8288,7880.264,116.03,PAYLOAD,MEDIUM,1510.264,1
COSMOS 765,12.3825757,8289,7892.135,116.292,PAYLOAD,MEDIUM,1522.135,1
COSMOS 766,12.53258746,8290,7829.031,114.9,PAYLOAD,MEDIUM,1459.031,1
DELTA 1 R/B,12.69883504,2096,7760.552,113.396,ROCKET BODY,MEDIUM,1390.552,1
BREEZE-KM R/B,12.80409619,40923,7717.961,112.464,ROCKET BODY,LARGE,1347.961,1
COSMOS 829,12.4864357,8893,7848.311,115.325,PAYLOAD,MEDIUM,1478.311,1
COSMOS 828,12.50949783,8892,7838.662,115.113,PAYLOAD,MEDIUM,1468.662,1
TBA - TO BE ASSIGNED,12.45530129,270140,7861.384,115.613,TBA,,1491.384,1
COSMOS 827,12.53270479,8891,7828.982,114.899,PAYLOAD,MEDIUM,1458.982,1
COSMOS 826,12.38521066,8890,7891.016,116.268,PAYLOAD,MEDIUM,1521.016,1
COSMOS 825,12.55702828,8889,7818.869,114.677,PAYLOAD,MEDIUM,1448.869,1
DELTA 1 DEB,12.39721717,40771,7885.92,116.155,DEBRIS,SMALL,1515.92,1
TBA - TO BE ASSIGNED,12.44982027,81819,7863.691,115.664,TBA,,1493.691,1
DELTA 1 DEB,12.52089851,2224,7833.903,115.008,DEBRIS,SMALL,1463.903,1
COSMOS 830,12.46224475,8894,7858.464,115.549,PAYLOAD,MEDIUM,1488.464,1
DELTA 1 DEB,12.42138358,40769,7875.688,115.929,DEBRIS,SMALL,1505.688,1
TBA - TO BE ASSIGNED,12.78167184,270133,7726.985,112.661,TBA,,1356.985,1
NOAA 1 DEB *,12.39085669,8828,7888.618,116.215,DEBRIS,SMALL,1518.618,1
DELTA 1 DEB,12.44942988,40765,7863.856,115.668,DEBRIS,SMALL,1493.856,1
DELTA 1 DEB,12.40571447,40764,7882.319,116.076,DEBRIS,SMALL,1512.319,1
DELTA 1 DEB *,12.62885855,8791,7789.193,114.025,DEBRIS,SMALL,1419.193,1
THORAD DELTA 1 DEB,12.58802166,8790,7806.029,114.394,DEBRIS,SMALL,1436.029,1
THORAD DELTA 1 DEB,12.38900788,8789,7889.403,116.232,DEBRIS,SMALL,1519.403,1
DELTA 1 DEB,12.5750264,40763,7811.406,114.513,DEBRIS,SMALL,1441.406,1
THORAD DELTA 1 DEB,12.39651975,8788,7886.216,116.162,DEBRIS,SMALL,1516.216,1
TBA - TO BE ASSIGNED,12.52150385,270125,7833.65,115.002,TBA,,1463.65,1
DELTA 1 DEB,12.66239059,40759,7775.435,113.723,DEBRIS,SMALL,1405.435,1
DELTA 1 DEB,12.6216537,40768,7792.157,114.09,DEBRIS,SMALL,1422.157,1
COSMOS 831,12.43713496,8895,7869.037,115.782,PAYLOAD,MEDIUM,1499.037,1
COSMOS 832,12.41288722,8896,7879.282,116.008,PAYLOAD,MEDIUM,1509.282,1
ESSA 2 (OT-2),12.69385974,2091,7762.579,113.441,PAYLOAD,MEDIUM,1392.579,1
TBA - TO BE ASSIGNED,12.55433782,81640,7819.986,114.701,TBA,,1449.986,1
COSMOS 878,12.48909167,9595,7847.198,115.301,PAYLOAD,MEDIUM,1477.198,1
COSMOS 877,12.51301973,9594,7837.191,115.08,PAYLOAD,MEDIUM,1467.191,1
COSMOS 876,12.41294324,9593,7879.258,116.008,PAYLOAD,MEDIUM,1509.258,1
SL-8 DEB,12.48850711,1590,7847.443,115.306,DEBRIS,SMALL,1477.443,1
COSMOS 875,12.53480125,9592,7828.109,114.88,PAYLOAD,MEDIUM,1458.109,1
COSMOS 874,12.43968461,9591,7867.962,115.759,PAYLOAD,MEDIUM,1497.962,1
SL-8 DEB,12.42295458,1591,7875.024,115.914,DEBRIS,SMALL,1505.024,1
COSMOS 873,12.46380835,9590,7857.807,115.535,PAYLOAD,MEDIUM,1487.807,1
COSMOS 872,12.58069194,9589,7809.061,114.461,PAYLOAD,MEDIUM,1439.061,1
COSMOS 871,12.55734873,9588,7818.736,114.674,PAYLOAD,MEDIUM,1448.736,1
DELTA 1 DEB,12.41230146,9570,7879.53,116.014,DEBRIS,SMALL,1509.53,1
OV1-2,12.79521563,1613,7721.531,112.542,PAYLOAD,MEDIUM,1351.531,1
SL-8 DEB,12.4745464,1634,7853.297,115.435,DEBRIS,SMALL,1483.297,1
OPS 6630 DEB,12.58993041,9323,7805.24,114.377,DEBRIS,SMALL,1435.24,1
DELTA 1 R/B,12.50444366,9063,7840.774,115.159,ROCKET BODY,LARGE,1470.774,1
NOAA 5,12.3776009,9057,7894.25,116.339,PAYLOAD,LARGE,1524.25,1
TBA - TO BE ASSIGNED,12.6150334,270162,7794.882,114.15,TBA,,1424.882,1
TBA - TO BE ASSIGNED,12.74624637,270161,7741.295,112.974,TBA,,1371.295,1
TBA - TO BE ASSIGNED,12.76964569,81749,7731.836,112.767,TBA,,1361.836,1
TBA - TO BE ASSIGNED,12.80395177,270159,7718.019,112.465,TBA,,1348.019,1
TBA - TO BE ASSIGNED,12.72878478,270157,7748.373,113.129,TBA,,1378.373,1
TBA - TO BE ASSIGNED,12.53152535,270155,7829.473,114.91,TBA,,1459.473,1
DIAPASON (D1-A),12.59952979,2016,7801.276,114.29,PAYLOAD,LARGE,1431.276,1
DIAMANT R/B,12.83489676,2017,7705.608,112.194,ROCKET BODY,MEDIUM,1335.608,1
THORAD DELTA 1 DEB,12.44110319,8786,7867.364,115.745,DEBRIS,SMALL,1497.364,1
COSMOS 642,12.65794537,7266,7777.255,113.763,PAYLOAD,MEDIUM,1407.255,1
DELTA 1 DEB,12.54377901,40757,7824.374,114.798,DEBRIS,SMALL,1454.374,1
DELTA 1 R/B,12.57580331,2436,7811.085,114.506,ROCKET BODY,MEDIUM,1441.085,1
DELTA 1 DEB,12.72833855,8544,7748.555,113.133,DEBRIS,SMALL,1378.555,1
TBA - TO BE ASSIGNED,12.41926305,81946,7876.585,115.949,TBA,,1506.585,1
YUBELEINY 2,12.4258273,38735,7873.811,115.888,PAYLOAD,MEDIUM,1503.811,1
BREEZE-KM R/B,12.81814075,38737,7712.322,112.341,ROCKET BODY,LARGE,1342.322,1
THORAD DELTA 1 DEB,12.58127475,8437,7808.82,114.456,DEBRIS,SMALL,1438.82,1
THORAD DELTA 1 DEB,12.66207078,8407,7775.566,113.725,DEBRIS,SMALL,1405.566,1
THORAD DELTA 1 DEB,12.56953124,8406,7813.683,114.563,DEBRIS,SMALL,1443.683,1
THORAD DELTA 1 DEB,12.46750672,8403,7856.253,115.5,DEBRIS,SMALL,1486.253,1
THORAD DELTA 1 DEB,12.66771224,8401,7773.257,113.675,DEBRIS,SMALL,1403.257,1
THORAD DELTA 1 DEB,12.445059,8400,7865.697,115.709,DEBRIS,SMALL,1495.697,1
THORAD DELTA 1 DEB,12.38654931,8399,7890.447,116.255,DEBRIS,SMALL,1520.447,1
THORAD DELTA 1 DEB,12.55918627,8554,7817.973,114.657,DEBRIS,MEDIUM,1447.973,1
THORAD DELTA 1 DEB,12.42675273,8396,7873.42,115.879,DEBRIS,SMALL,1503.42,1
THORAD DELTA 1 DEB,12.45463781,8311,7861.663,115.62,DEBRIS,LARGE,1491.663,1
THORAD DELTA 1 DEB,12.40273294,8310,7883.582,116.103,DEBRIS,MEDIUM,1513.582,1
THORAD DELTA 1 DEB,12.45533865,8308,7861.368,115.613,DEBRIS,MEDIUM,1491.368,1
SL-8 DEB,12.50316136,2934,7841.31,115.171,DEBRIS,SMALL,1471.31,1
THORAD DELTA 1 DEB,12.49867559,8306,7843.186,115.212,DEBRIS,SMALL,1473.186,1
THORAD DELTA 1 DEB,12.52427034,8303,7832.497,114.977,DEBRIS,SMALL,1462.497,1
TBA - TO BE ASSIGNED,12.40224583,270106,7883.788,116.108,TBA,,1513.788,1
DELTA 1 DEB,12.82012138,2976,7711.528,112.323,DEBRIS,SMALL,1341.528,1
DELTA 1 DEB,12.56787017,2977,7814.371,114.578,DEBRIS,SMALL,1444.371,1
COSMOS 768,12.46079455,8292,7859.074,115.562,PAYLOAD,MEDIUM,1489.074,1
COSMOS 767,12.48488419,8291,7848.961,115.339,PAYLOAD,MEDIUM,1478.961,1
THORAD DELTA 1 DEB,12.66638632,8395,7773.8,113.687,DEBRIS,SMALL,1403.8,1
THORAD DELTA 1 DEB,12.53401476,8555,7828.437,114.887,DEBRIS,SMALL,1458.437,1
THORAD DELTA 1 DEB,12.53063616,8556,7829.844,114.918,DEBRIS,SMALL,1459.844,1
DELTA 1 DEB,12.71619244,2775,7753.488,113.241,DEBRIS,SMALL,1383.488,1
DELTA 1 DEB,12.42646079,2518,7873.543,115.882,DEBRIS,SMALL,1503.543,1
DELTA 1 DEB,12.4455789,40755,7865.478,115.704,DEBRIS,SMALL,1495.478,1
SL-8 DEB,12.43318788,2647,7870.703,115.819,DEBRIS,SMALL,1500.703,1
ESSA 4 (TOS-B),12.69848107,2657,7760.696,113.399,PAYLOAD,MEDIUM,1390.696,1
DELTA 1 R/B,12.6795378,2661,7768.423,113.569,ROCKET BODY,MEDIUM,1398.423,1
COSMOS 798,12.37727469,8614,7894.388,116.342,PAYLOAD,MEDIUM,1524.388,1
COSMOS 797,12.40655282,8613,7881.964,116.068,PAYLOAD,MEDIUM,1511.964,1
COSMOS 796,12.43133883,8612,7871.483,115.836,PAYLOAD,MEDIUM,1501.483,1
COSMOS 795,12.45758906,8611,7860.422,115.592,PAYLOAD,MEDIUM,1490.422,1
COSMOS 794,12.48121804,8610,7850.498,115.373,PAYLOAD,MEDIUM,1480.498,1
COSMOS 793,12.52607733,8609,7831.743,114.96,PAYLOAD,MEDIUM,1461.743,1
COSMOS 792,12.50383619,8608,7841.028,115.165,PAYLOAD,MEDIUM,1471.028,1
COSMOS 791,12.55005346,8607,7821.765,114.741,PAYLOAD,MEDIUM,1451.765,1
THORAD DELTA 1 DEB,12.6859544,8596,7765.804,113.511,DEBRIS,SMALL,1395.804,1
THORAD DELTA 1 DEB,12.72772284,8594,7748.804,113.139,DEBRIS,SMALL,1378.804,1
THORAD DELTA 1 DEB,12.7106509,8593,7755.741,113.291,DEBRIS,SMALL,1385.741,1
DELTA 1 DEB,12.60847928,2706,7797.584,114.209,DEBRIS,SMALL,1427.584,1
DELTA 1 DEB,12.79293195,2707,7722.45,112.562,DEBRIS,SMALL,1352.45,1
TBA - TO BE ASSIGNED,12.38726812,270112,7890.142,116.248,TBA,,1520.142,1
ESSA 5,12.68503935,2757,7766.177,113.52,PAYLOAD,MEDIUM,1396.177,1
DELTA 1 R/B,12.68834982,2758,7764.826,113.49,ROCKET BODY,MEDIUM,1394.826,1
THORAD DELTA 1 DEB,12.67171106,8566,7771.622,113.639,DEBRIS,SMALL,1401.622,1
THORAD DELTA 1 DEB,12.66630933,8564,7773.831,113.687,DEBRIS,SMALL,1403.831,1
THORAD DELTA 1 DEB,12.53001404,8563,7830.103,114.924,DEBRIS,SMALL,1460.103,1
THORAD DELTA 1 DEB,12.65762319,8561,7777.387,113.765,DEBRIS,SMALL,1407.387,1
ESSA 3 (TOS-A),12.56844929,2435,7814.131,114.573,PAYLOAD,MEDIUM,1444.131,1
COSMOS 641,12.57314578,7265,7812.185,114.53,PAYLOAD,MEDIUM,1442.185,1
OPS 2644,12.63425171,3673,7786.976,113.976,PAYLOAD,MEDIUM,1416.976,1
BREEZE-KM R/B,12.80521209,40556,7717.512,112.454,ROCKET BODY,LARGE,1347.512,1
SL-8 DEB,12.3817979,39692,7892.466,116.3,DEBRIS,SMALL,1522.466,1
COSMOS 374 DEB,12.70328589,4616,7758.739,113.356,DEBRIS,SMALL,1388.739,1
COSMOS 510,12.41040208,6123,7880.334,116.032,PAYLOAD,MEDIUM,1510.334,1
COSMOS 509,12.44961654,6122,7863.777,115.666,PAYLOAD,MEDIUM,1493.777,1
COSMOS 508,12.48864614,6121,7847.385,115.305,PAYLOAD,MEDIUM,1477.385,1
COSMOS 507,12.52616891,6120,7831.705,114.959,PAYLOAD,MEDIUM,1461.705,1
COSMOS 506,12.56165099,6119,7816.95,114.635,PAYLOAD,MEDIUM,1446.95,1
COSMOS 505,12.59778271,6118,7801.997,114.306,PAYLOAD,MEDIUM,1431.997,1
COSMOS 504,12.63578691,6117,7786.345,113.962,PAYLOAD,MEDIUM,1416.345,1
TBA - TO BE ASSIGNED,12.6233307,270046,7791.466,114.074,TBA,,1421.466,1
DELTA 1 DEB,12.73399908,5971,7746.258,113.083,DEBRIS,SMALL,1376.258,1
DELTA 1 DEB,12.62241354,6214,7791.844,114.083,DEBRIS,SMALL,1421.844,1
THOR ABLESTAR DEB,12.47806317,5876,7851.821,115.403,DEBRIS,SMALL,1481.821,1
TBA - TO BE ASSIGNED,12.68882292,270038,7764.633,113.486,TBA,,1394.633,1
BREEZE-KM R/B,12.81725267,40064,7712.678,112.349,ROCKET BODY,LARGE,1342.678,1
TBA - TO BE ASSIGNED,12.62364746,270024,7791.336,114.072,TBA,,1421.336,1
TBA - TO BE ASSIGNED,12.44947641,270023,7863.836,115.668,TBA,,1493.836,1
TBA - TO BE ASSIGNED,12.43021212,270022,7871.959,115.847,TBA,,1501.959,1
TBA - TO BE ASSIGNED,12.6469748,270021,7781.752,113.861,TBA,,1411.752,1
BREEZE-KM R/B,12.8351505,39764,7705.507,112.192,ROCKET BODY,LARGE,1335.507,1
COSMOS 2499,12.82930049,39765,7707.849,112.243,PAYLOAD,MEDIUM,1337.849,1
TBA - TO BE ASSIGNED,12.54613141,270014,7823.396,114.776,TBA,,1453.396,1
COSMOS 1823 DEB,12.42619339,39805,7873.656,115.884,DEBRIS,SMALL,1503.656,1
TBA - TO BE ASSIGNED,12.65538243,270010,7778.305,113.786,TBA,,1408.305,1
TBA - TO BE ASSIGNED,12.53222421,270040,7829.182,114.904,TBA,,1459.182,1
TBA - TO BE ASSIGNED,12.45187859,270056,7862.825,115.645,TBA,,1492.825,1
NOAA 2 (ITOS-D),12.53135241,6235,7829.545,114.912,PAYLOAD,LARGE,1459.545,1
OSCAR 6,12.53161314,6236,7829.437,114.909,PAYLOAD,MEDIUM,1459.437,1
COSMOS 568,12.58911158,6679,7805.579,114.385,PAYLOAD,MEDIUM,1435.579,1
COSMOS 567,12.54067271,6678,7825.666,114.826,PAYLOAD,MEDIUM,1455.666,1
COSMOS 566,12.51666044,6677,7835.671,115.047,PAYLOAD,MEDIUM,1465.671,1
COSMOS 565,12.48933573,6676,7847.096,115.298,PAYLOAD,MEDIUM,1477.096,1
COSMOS 564,12.56570119,6675,7815.271,114.598,PAYLOAD,MEDIUM,1445.271,1
SL-8 R/B,12.76952852,6320,7731.883,112.768,ROCKET BODY,LARGE,1361.883,1
COSMOS 539,12.75393225,6319,7738.185,112.906,PAYLOAD,LARGE,1368.185,1
TBA - TO BE ASSIGNED,12.42024985,87129,7876.168,115.94,TBA,,1506.168,1
COSMOS 336,12.47624144,4383,7852.585,115.419,PAYLOAD,MEDIUM,1482.585,1
COSMOS 337,12.39219024,4384,7888.053,116.202,PAYLOAD,MEDIUM,1518.053,1
COSMOS 338,12.4333614,4385,7870.63,115.817,PAYLOAD,MEDIUM,1500.63,1
COSMOS 339,12.51834532,4386,7834.968,115.031,PAYLOAD,MEDIUM,1464.968,1
COSMOS 535,12.59310877,6270,7803.927,114.348,PAYLOAD,MEDIUM,1433.927,1
COSMOS 340,12.56293219,4387,7816.419,114.623,PAYLOAD,MEDIUM,1446.419,1
COSMOS 534,12.63632271,6269,7786.125,113.957,PAYLOAD,MEDIUM,1416.125,1
COSMOS 533,12.67565213,6268,7770.011,113.604,PAYLOAD,MEDIUM,1400.011,1
COSMOS 341,12.64304055,4388,7783.367,113.897,PAYLOAD,MEDIUM,1413.367,1
COSMOS 342,12.68288586,4389,7767.056,113.539,PAYLOAD,MEDIUM,1397.056,1
COSMOS 343,12.60415685,4390,7799.366,114.248,PAYLOAD,MEDIUM,1429.366,1
COSMOS 532,12.69692511,6267,7761.33,113.413,PAYLOAD,MEDIUM,1391.33,1
COSMOS 1081,12.57251146,11296,7812.448,114.536,PAYLOAD,MEDIUM,1442.448,1
COSMOS 530,12.65630631,6265,7777.927,113.777,PAYLOAD,MEDIUM,1407.927,1
COSMOS 529,12.57173366,6264,7812.77,114.543,PAYLOAD,MEDIUM,1442.77,1
COSMOS 528,12.61572129,6262,7794.599,114.143,PAYLOAD,MEDIUM,1424.599,1
DELTA 1 DEB,12.51235921,4499,7837.467,115.086,DEBRIS,SMALL,1467.467,1
COSMOS 1823 DEB,12.38815028,39806,7889.767,116.24,DEBRIS,SMALL,1519.767,1
COSMOS 569,12.61135194,6680,7796.399,114.183,PAYLOAD,MEDIUM,1426.399,1
COSMOS 1823 DEB,12.4352855,39808,7869.818,115.8,DEBRIS,SMALL,1499.818,1
COSMOS 1823 DEB,12.45472392,39811,7861.627,115.619,DEBRIS,SMALL,1491.627,1
NOAA 1,12.53999121,4793,7825.949,114.833,PAYLOAD,LARGE,1455.949,1
SL-8 DEB,12.49399099,39839,7845.146,115.255,DEBRIS,SMALL,1475.146,1
DELTA 1 R/B(CEP 1),12.53238569,4794,7829.115,114.902,ROCKET BODY,LARGE,1459.115,1
THOR DELTA 1 DEB,12.67873968,5360,7768.749,113.576,DEBRIS,SMALL,1398.749,1
TBA - TO BE ASSIGNED,12.68470252,87569,7766.315,113.523,TBA,,1396.315,1
COSMOS 374 DEB,12.77777615,5240,7728.555,112.696,DEBRIS,SMALL,1358.555,1
TBA - TO BE ASSIGNED,12.44693971,87616,7864.904,115.691,TBA,,1494.904,1
COSMOS 374 DEB,12.64433676,4823,7782.835,113.885,DEBRIS,SMALL,1412.835,1
COSMOS 418,12.54541113,5217,7823.695,114.783,PAYLOAD,MEDIUM,1453.695,1
COSMOS 417,12.61410225,5216,7795.266,114.158,PAYLOAD,MEDIUM,1425.266,1
COSMOS 416,12.58029267,5215,7809.226,114.465,PAYLOAD,MEDIUM,1439.226,1
COSMOS 1823 DEB,12.37959065,39834,7893.404,116.32,DEBRIS,SMALL,1523.404,1
COSMOS 415,12.47459653,5214,7853.276,115.435,PAYLOAD,MEDIUM,1483.276,1
COSMOS 413,12.43818294,5212,7868.595,115.773,PAYLOAD,MEDIUM,1498.595,1
COSMOS 412,12.39849813,5211,7885.377,116.143,PAYLOAD,MEDIUM,1515.377,1
COSMOS 411,12.64951134,5210,7780.712,113.838,PAYLOAD,MEDIUM,1410.712,1
COSMOS 374 DEB,12.59319303,5188,7803.892,114.347,DEBRIS,SMALL,1433.892,1
THORAD AGENA D DEB,12.71903522,4928,7752.333,113.216,DEBRIS,MEDIUM,1382.333,1
THORAD AGENA D DEB,12.64219879,4929,7783.712,113.904,DEBRIS,SMALL,1413.712,1
THOR DELTA 1 R/B,12.68817498,5106,7764.898,113.491,ROCKET BODY,MEDIUM,1394.898,1
ISIS 2,12.67845108,5104,7768.867,113.579,PAYLOAD,LARGE,1398.867,1
COSMOS 397,12.74233629,4964,7742.879,113.009,PAYLOAD,LARGE,1372.879,1
THORAD AGENA D DEB,12.837344,4971,7704.629,112.173,DEBRIS,SMALL,1334.629,1
COSMOS 397 DEB,12.79611977,5018,7721.168,112.534,DEBRIS,MEDIUM,1351.168,1
COSMOS 414,12.51109327,5213,7837.995,115.098,PAYLOAD,MEDIUM,1467.995,1
COSMOS 1823 DEB,12.57675607,39833,7810.69,114.497,DEBRIS,SMALL,1440.69,1
COSMOS 1823 DEB,12.40509955,39832,7882.579,116.081,DEBRIS,SMALL,1512.579,1
COSMOS 1823 DEB,12.46449595,39830,7857.518,115.528,DEBRIS,SMALL,1487.518,1
COSMOS 1823 DEB,12.39542011,39812,7886.682,116.172,DEBRIS,SMALL,1516.682,1
COSMOS 1823 DEB,12.47575909,39813,7852.788,115.424,DEBRIS,SMALL,1482.788,1
COSMOS 1823 DEB,12.42836081,39814,7872.741,115.864,DEBRIS,SMALL,1502.741,1
COSMOS 1823 DEB,12.41870611,39815,7876.82,115.954,DEBRIS,SMALL,1506.82,1
TBA - TO BE ASSIGNED,12.38743565,270006,7890.071,116.247,TBA,,1520.071,1
COSMOS 1823 DEB,12.51208836,39817,7837.58,115.089,DEBRIS,SMALL,1467.58,1
TBA - TO BE ASSIGNED,12.45283037,270001,7862.424,115.636,TBA,,1492.424,1
COSMOS 1823 DEB,12.49719054,39818,7843.807,115.226,DEBRIS,SMALL,1473.807,1
COSMOS 1823 DEB,12.42991072,39819,7872.086,115.85,DEBRIS,SMALL,1502.086,1
COSMOS 450,12.42665057,5553,7873.463,115.88,PAYLOAD,MEDIUM,1503.463,1
COSMOS 449,12.38699781,5552,7890.257,116.251,PAYLOAD,MEDIUM,1520.257,1
COSMOS 448,12.4672706,5551,7856.352,115.502,PAYLOAD,MEDIUM,1486.352,1
COSMOS 447,12.5058452,5550,7840.188,115.146,PAYLOAD,MEDIUM,1470.188,1
COSMOS 446,12.54419804,5549,7824.199,114.794,PAYLOAD,MEDIUM,1454.199,1
COSMOS 445,12.58186332,5548,7808.576,114.45,PAYLOAD,MEDIUM,1438.576,1
COSMOS 444,12.6209219,5547,7792.458,114.096,PAYLOAD,MEDIUM,1422.458,1
COSMOS 1823 DEB,12.4516049,39820,7862.94,115.648,DEBRIS,SMALL,1492.94,1
COSMOS 1823 DEB,12.67999884,39821,7768.235,113.565,DEBRIS,SMALL,1398.235,1
COSMOS 1823 DEB,12.4430471,39823,7866.545,115.727,DEBRIS,SMALL,1496.545,1
COSMOS 1823 DEB,12.4535881,39824,7862.105,115.629,DEBRIS,SMALL,1492.105,1
SHINSEI (MS-F2),12.74143217,5485,7743.245,113.017,PAYLOAD,MEDIUM,1373.245,1
COSMOS 1823 DEB,12.42716963,39825,7873.244,115.875,DEBRIS,SMALL,1503.244,1
COSMOS 1823 DEB,12.41797856,39827,7877.128,115.961,DEBRIS,SMALL,1507.128,1
DELTA 1 DEB,12.56732421,5443,7814.598,114.583,DEBRIS,SMALL,1444.598,1
COSMOS 1823 DEB,12.4208019,39829,7875.934,115.935,DEBRIS,SMALL,1505.934,1
COSMOS 1823 DEB,12.41350451,39810,7879.021,116.003,DEBRIS,SMALL,1509.021,1
COSMOS 89,12.38959495,1587,7889.154,116.227,PAYLOAD,MEDIUM,1519.154,1
COSMOS 570,12.6348835,6681,7786.716,113.97,PAYLOAD,MEDIUM,1416.716,1
TBA - TO BE ASSIGNED,12.60659012,270068,7798.363,114.226,TBA,,1428.363,1
COSMOS 249 DEB,12.70383982,3912,7758.513,113.352,DEBRIS,SMALL,1388.513,1
DELTA 1 DEB,12.42242586,7146,7875.248,115.919,DEBRIS,MEDIUM,1505.248,1
COSMOS 252 DEB *,12.52408017,3938,7832.576,114.979,DEBRIS,SMALL,1462.576,1
DELTA 1 DEB,12.39949941,7141,7884.952,116.134,DEBRIS,SMALL,1514.952,1
DELTA 1 DEB,12.53224068,3974,7829.175,114.904,DEBRIS,SMALL,1459.175,1
DELTA 1 DEB,12.53492994,3975,7828.056,114.879,DEBRIS,SMALL,1458.056,1
BREEZE-KM R/B,12.7991302,39252,7719.957,112.508,ROCKET BODY,LARGE,1349.957,1
DELTA 1 DEB,12.57610742,7137,7810.959,114.503,DEBRIS,SMALL,1440.959,1
DELTA 1 DEB,12.5287678,7136,7830.622,114.935,DEBRIS,SMALL,1460.622,1
DELTA 1 DEB,12.62586586,7135,7790.423,114.052,DEBRIS,SMALL,1420.423,1
DELTA 1 DEB,12.52338987,7134,7832.864,114.985,DEBRIS,SMALL,1462.864,1
DELTA 1 DEB,12.39466109,7149,7887.004,116.179,DEBRIS,SMALL,1517.004,1
DELTA 1 DEB,12.41146278,7133,7879.885,116.022,DEBRIS,SMALL,1509.885,1
DELTA 1 DEB,12.64374574,7128,7783.077,113.89,DEBRIS,SMALL,1413.077,1
DELTA 1 DEB,12.39499822,7126,7886.861,116.176,DEBRIS,SMALL,1516.861,1
DELTA 1 DEB,12.82711456,7088,7708.725,112.262,DEBRIS,SMALL,1338.725,1
DELTA 1 DEB,12.40638808,7086,7882.033,116.069,DEBRIS,SMALL,1512.033,1
DELTA 1 DEB,12.59757399,7085,7802.083,114.308,DEBRIS,SMALL,1432.083,1
TBA - TO BE ASSIGNED,12.648513,84406,7781.121,113.847,TBA,,1411.121,1
