OBJECT_NAME,MEAN_MOTION,NORAD_CAT_ID,SEMIMAJOR_AXIS,PERIOD,OBJECT_TYPE,RCS_SIZE,AVG_ALTITUDE,Clusters
FENGYUN 1C DEB,14.99344119,31147,6947.059,96.042,DEBRIS,SMALL,577.059,0
SL-8 R/B,14.61500032,12139,7066.472,98.529,ROCKET BODY,LARGE,696.472,0
COSMOS 2251 DEB,14.80447332,35906,7006.049,97.268,DEBRIS,SMALL,636.049,0
IRIDIUM 33 DEB,14.71399671,35917,7034.74,97.866,DEBRIS,SMALL,664.74,0
IRIDIUM 33 DEB,14.99735362,35925,6945.85,96.017,DEBRIS,SMALL,575.85,0
IRIDIUM 33 DEB,14.65677849,35926,7053.037,98.248,DEBRIS,SMALL,683.037,0
AEROCUBE 2,14.59645845,31133,7072.455,98.654,PAYLOAD,SMALL,702.455,0
CP4,14.59616901,31132,7072.548,98.656,PAYLOAD,SMALL,702.548,0
COSMOS 2251 DEB,14.60797379,35904,7068.737,98.576,DEBRIS,SMALL,698.737,0
COSMOS 2251 DEB,14.89897769,35968,6976.392,96.651,DEBRIS,SMALL,606.392,0
RESURS O1 DEB,14.86130287,46510,6988.177,96.896,DEBRIS,SMALL,618.177,0
RESURS O1 DEB,14.85636138,46512,6989.727,96.928,DEBRIS,SMALL,619.727,0
RESURS O1 DEB,14.88894032,46880,6979.527,96.716,DEBRIS,SMALL,609.527,0
RESURS O1 DEB,14.90333869,46879,6975.031,96.623,DEBRIS,SMALL,605.031,0
RESURS O1 DEB,14.88402053,46878,6981.065,96.748,DEBRIS,SMALL,611.065,0
RESURS O1 DEB,14.89185165,46877,6978.617,96.697,DEBRIS,SMALL,608.617,0
RESURS O1 DEB,14.89284658,46876,6978.306,96.691,DEBRIS,SMALL,608.306,0
SL-14 R/B,14.88180581,11672,6981.757,96.762,ROCKET BODY,LARGE,611.757,0
RESURS O1 DEB,14.90153434,46875,6975.594,96.634,DEBRIS,SMALL,605.594,0
RESURS O1 DEB,14.84817748,46874,6992.295,96.982,DEBRIS,SMALL,622.295,0
RESURS O1 DEB,14.85022022,46873,6991.654,96.968,DEBRIS,SMALL,621.654,0
FENGYUN 1C DEB,14.67115751,31159,7048.428,98.152,DEBRIS,SMALL,678.428,0
RESURS O1 DEB,14.93087593,46516,6966.452,96.444,DEBRIS,SMALL,596.452,0
RESURS O1 DEB,14.88760059,46515,6979.946,96.725,DEBRIS,SMALL,609.946,0
COSMOS 2251 DEB,14.80305066,35903,7006.498,97.277,DEBRIS,SMALL,636.498,0
RESURS O1 DEB,14.855386,46514,6990.033,96.935,DEBRIS,SMALL,620.033,0
RESURS O1 DEB,14.91094454,46513,6972.659,96.573,DEBRIS,SMALL,602.659,0
RESURS O1 DEB,14.86142749,46511,6988.138,96.895,DEBRIS,SMALL,618.138,0
CSTB 1,14.61711762,31122,7065.789,98.515,PAYLOAD,SMALL,695.789,0
SL-24 DEB,14.76792782,31120,7017.603,97.509,DEBRIS,MEDIUM,647.603,0
EGYPTSAT 1,14.73359682,31117,7028.5,97.736,PAYLOAD,MEDIUM,658.5,0
DELTA 1 DEB,14.63811358,12269,7059.031,98.373,DEBRIS,SMALL,689.031,0
COSMOS 2251 DEB,14.86787604,36077,6986.118,96.853,DEBRIS,SMALL,616.118,0
DELTA 1 DEB,14.76575647,12279,7018.291,97.523,DEBRIS,MEDIUM,648.291,0
IRIDIUM 33 DEB,14.86724632,46437,6986.315,96.857,DEBRIS,SMALL,616.315,0
CZ-2C DEB,14.61845464,36090,7065.358,98.506,DEBRIS,SMALL,695.358,0
CZ-2C DEB,14.65251526,36091,7054.405,98.277,DEBRIS,SMALL,684.405,0
FENGYUN 1C DEB,14.72961242,31042,7029.768,97.762,DEBRIS,SMALL,659.768,0
COSMOS 2251 DEB,14.61437849,46431,7066.672,98.533,DEBRIS,SMALL,696.672,0
COSMOS 1174 DEB,14.64439456,12354,7057.013,98.331,DEBRIS,SMALL,687.013,0
FENGYUN 1C DEB,14.72124696,36140,7032.43,97.818,DEBRIS,SMALL,662.43,0
FENGYUN 1C DEB,14.83608357,36159,6996.094,97.061,DEBRIS,SMALL,626.094,0
FENGYUN 1C DEB,14.87692357,31015,6983.285,96.794,DEBRIS,SMALL,613.285,0
FENGYUN 1C DEB,14.67284991,31013,7047.886,98.14,DEBRIS,SMALL,677.886,0
FENGYUN 1C DEB,14.60487124,36181,7069.739,98.597,DEBRIS,SMALL,699.739,0
OBJECT E,14.75854336,45915,7020.578,97.571,UNKNOWN,MEDIUM,650.578,0
COSMOS 2251 DEB,14.99044317,36070,6947.985,96.061,DEBRIS,SMALL,577.985,0
COSMOS 2251 DEB,14.64140359,36067,7057.974,98.351,DEBRIS,SMALL,687.974,0
COSMOS 2251 DEB,14.92828744,36057,6967.257,96.461,DEBRIS,SMALL,597.257,0
COSMOS 2251 DEB,14.79708308,36050,7008.382,97.316,DEBRIS,SMALL,638.382,0
COSMOS 2251 DEB,14.61563672,35970,7066.267,98.525,DEBRIS,SMALL,696.267,0
COSMOS 2251 DEB,14.93630597,35983,6964.763,96.409,DEBRIS,SMALL,594.763,0
COSMOS 2251 DEB,14.67050932,35986,7048.635,98.156,DEBRIS,SMALL,678.635,0
COSMOS 2251 DEB,14.84087953,35996,6994.587,97.029,DEBRIS,SMALL,624.587,0
FENGYUN 1C DEB,14.76212263,31090,7019.443,97.547,DEBRIS,SMALL,649.443,0
DELTA 1 DEB,15.0338585,12194,6934.602,95.784,DEBRIS,SMALL,564.602,0
COSMOS 2251 DEB,14.7355274,36002,7027.886,97.723,DEBRIS,SMALL,657.886,0
FENGYUN 1C DEB,14.99207402,30672,6947.481,96.051,DEBRIS,SMALL,577.481,0
FENGYUN 1C DEB,14.82623502,31086,6999.192,97.125,DEBRIS,SMALL,629.192,0
FENGYUN 1C DEB,14.74781162,31077,7023.983,97.642,DEBRIS,SMALL,653.983,0
IRIDIUM 33 DEB,14.67008697,36025,7048.771,98.159,DEBRIS,SMALL,678.771,0
SL-19 R/B,14.88668064,36039,6980.233,96.731,ROCKET BODY,LARGE,610.233,0
DELTA 1 DEB,14.78040806,12227,7013.652,97.426,DEBRIS,SMALL,643.652,0
DELTA 1 DEB,14.68769075,12230,7043.137,98.041,DEBRIS,SMALL,673.137,0
FENGYUN 1C DEB,14.62284201,46442,7063.945,98.476,DEBRIS,SMALL,693.945,0
FENGYUN 1C DEB,14.95606386,31066,6958.628,96.282,DEBRIS,SMALL,588.628,0
IRIDIUM 33 DEB,14.59692304,36023,7072.305,98.651,DEBRIS,SMALL,702.305,0
COSMOS 2251 DEB,14.87985754,36454,6982.367,96.775,DEBRIS,SMALL,612.367,0
FENGYUN 1C DEB,14.76732801,30664,7017.793,97.513,DEBRIS,SMALL,647.793,0
SL-14 R/B,14.83958124,14033,6994.995,97.038,ROCKET BODY,LARGE,624.995,0
YAOGAN 29 DEB,14.85410881,42673,6990.433,96.943,DEBRIS,SMALL,620.433,0
CZ-4C DEB,14.60317434,42672,7070.286,98.609,DEBRIS,SMALL,700.286,0
SL-14 R/B,14.83569561,15332,6996.216,97.063,ROCKET BODY,LARGE,626.216,0
TRANSIT 13 DEB,14.74046663,42667,7026.316,97.69,DEBRIS,SMALL,656.316,0
DELTA 1 DEB,14.75481968,42659,7021.759,97.595,DEBRIS,SMALL,651.759,0
FENGYUN 1C DEB,14.67964571,36685,7045.71,98.095,DEBRIS,SMALL,675.71,0
SL-14 R/B,14.83862636,15370,6995.295,97.044,ROCKET BODY,LARGE,625.295,0
FENGYUN 1C DEB,14.71664979,30520,7033.895,97.848,DEBRIS,SMALL,663.895,0
FENGYUN 1C DEB,14.80521463,30519,7005.816,97.263,DEBRIS,SMALL,635.816,0
FENGYUN 1C DEB,14.78999159,36693,7010.622,97.363,DEBRIS,SMALL,640.622,0
FENGYUN 1C DEB,15.03310569,30512,6934.833,95.789,DEBRIS,SMALL,564.833,0
SL-14 R/B,14.84007441,15495,6994.84,97.035,ROCKET BODY,LARGE,624.84,0
FENGYUN 1C DEB,14.68002128,30499,7045.59,98.093,DEBRIS,SMALL,675.59,0
