CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,,,,,,,MASS_kg,AVG_ALTITUDE,,AVG_VELOCITY
2,GENERATED VIA SPACE-TRACK.ORG API,2022-05-31T22:26:12,18 SPCS,SL-16 R/B,1999-039B,EARTH,TEME,UTC,SGP4,2022-05-31T19:57:46.072800,14.78820944,0.0016223,98.1794,178.5559,30.9134,329.3028,0,U,25861,999,23317,4.76E-05,2.96E-06,0,7011.185,97.375,644.425,621.676,ROCKET BODY,LARGE,CIS,7/17/1999,TTMTR,,3474199,205033447,0 SL-16 R/B,1 25861U 99039B   22151.83178325  .00000296  00000-0  47646-4 0  9998,2 25861  98.1794 178.5559 0016223  30.9134 329.3028 14.78820944233176,,,,,,,9000,641.185,,7.540032298
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,SL-12 R/B(2),1985-042D,EARTH,TEME,UTC,SGP4,2022-05-31T21:49:42.508128,14.21340443,0.0033403,71.1071,116.897,110.5034,270.4996,0,U,15772,999,91858,-6.22E-06,-6.10E-07,0,7198.96,101.313,844.872,796.778,ROCKET BODY,LARGE,CIS,5/30/1985,TTMTR,,3474670,205045957,0 SL-12 R/B(2),1 15772U 85042D   22151.90951977 -.00000061  00000-0 -62205-5 0  9998,2 15772  71.1071 116.8970 0033403 110.5034 270.4996 14.21340443918584,,,,,,,2440,828.96,,7.441046857
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:56:12,18 SPCS,SL-8 R/B,1978-022B,EARTH,TEME,UTC,SGP4,2022-06-01T04:15:20.234592,13.77464964,0.0021623,82.9892,233.5549,20.1009,14.0455,0,U,10693,999,22411,4.95E-05,6.50E-07,0,7351.029,104.54,988.789,956.999,ROCKET BODY,LARGE,CIS,2/28/1978,PKMTR,,3474854,205072254,0 SL-8 R/B,1 10693U 78022B   22152.17731753  .00000065  00000-0  49491-4 0  9996,2 10693  82.9892 233.5549 0021623  20.1009  14.0455 13.77464964224116,,,,,,,1435,981.029,,7.363679054
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:16:12,18 SPCS,COSMOS 1844,1987-041A,EARTH,TEME,UTC,SGP4,2022-06-01T03:49:56.143776,14.14152456,0.0033223,70.8997,58.7162,288.5318,71.2194,0,U,17973,999,80901,-9.23E-05,-2.25E-06,0,7223.334,101.828,869.197,821.201,PAYLOAD,LARGE,CIS,5/13/1987,TTMTR,,3474676,205068865,0 COSMOS 1844,1 17973U 87041A   22152.15967759 -.00000225  00000-0 -92290-4 0  9995,2 17973  70.8997  58.7162 0033223 288.5318  71.2194 14.14152456809011,,,,,,,3250,853.334,,7.428481929
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,ARIANE 5 R/B,2002-009B,EARTH,TEME,UTC,SGP4,2022-05-31T14:56:34.981440,14.36068142,0.0032599,98.7113,119.54,167.0363,193.1667,0,U,27387,999,6119,3.06E-05,4.40E-07,0,7149.656,100.274,794.828,748.214,ROCKET BODY,LARGE,FR,3/1/2002,FRGUI,,3474670,205049924,0 ARIANE 5 R/B,1 27387U 02009B   22151.62262710  .00000044  00000-0  30552-4 0  9992,2 27387  98.7113 119.5400 0032599 167.0363 193.1667 14.36068142 61197,,,,,,,2575,779.656,,7.466659492
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,SL-8 R/B,1974-105B,EARTH,TEME,UTC,SGP4,2022-05-31T13:39:02.476224,13.78949494,0.0015405,82.9492,19.7657,319.4691,53.8752,0,U,7594,999,38511,8.51E-05,1.02E-06,0,7345.752,104.427,978.933,956.301,ROCKET BODY,LARGE,CIS,12/26/1974,PKMTR,,3474670,205043684,0 SL-8 R/B,1 07594U 74105B   22151.56877866  .00000102  00000-0  85076-4 0  9999,2 07594  82.9492  19.7657 0015405 319.4691  53.8752 13.78949494385110,,,,,,,1435,975.752,,7.366323519
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:56:12,18 SPCS,SL-8 R/B,1994-041B,EARTH,TEME,UTC,SGP4,2022-06-01T02:24:59.840640,13.7804538,0.0028686,82.9482,24.1858,187.0134,337.0681,0,U,23180,999,40216,3.99E-05,5.60E-07,0,7348.965,104.496,991.911,949.748,ROCKET BODY,LARGE,CIS,7/14/1994,PKMTR,,3474839,205072062,0 SL-8 R/B,1 23180U 94041B   22152.10069260  .00000056  00000-0  39871-4 0  9991,2 23180  82.9482  24.1858 0028686 187.0134 337.0681 13.78045380402161,,,,,,,1435,978.965,,7.364713048
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,SL-8 R/B,1977-062B,EARTH,TEME,UTC,SGP4,2022-05-31T18:46:50.833920,13.73934318,0.0021548,82.9402,346.729,34.5952,336.1762,0,U,10138,999,24767,0.00011247,1.21E-06,0,7363.617,104.809,1001.349,969.615,ROCKET BODY,LARGE,CIS,7/8/1977,PKMTR,,3474670,205045748,0 SL-8 R/B,1 10138U 77062B   22151.78253280  .00000121  00000-0  11247-3 0  9993,2 10138  82.9402 346.7290 0021548  34.5952 336.1762 13.73934318247675,,,,,,,1435,993.617,,7.357382309
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,SL-8 R/B,1983-021B,EARTH,TEME,UTC,SGP4,2022-05-31T18:55:54.138720,13.76895905,0.0027553,82.942,342.2321,224.4286,146.3094,0,U,13917,999,96834,-1.83E-05,-3.00E-08,0,7353.054,104.583,995.179,954.659,ROCKET BODY,LARGE,CIS,3/24/1983,PKMTR,,3474670,205046647,0 SL-8 R/B,1 13917U 83021B   22151.78882105 -.00000003  00000-0 -18301-4 0  9997,2 13917  82.9420 342.2321 0027553 224.4286 146.3094 13.76895905968345,,,,,,,1435,983.054,,7.362665022
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,SL-3 R/B,1982-116B,EARTH,TEME,UTC,SGP4,2022-05-31T14:16:57.514368,14.14708418,0.0070592,81.2563,27.7231,230.7451,142.6886,0,U,13719,999,3618,3.29E-05,7.70E-07,0,7221.441,101.788,894.284,792.329,ROCKET BODY,LARGE,CIS,12/14/1982,PKMTR,,3474670,205046388,0 SL-3 R/B,1 13719U 82116B   22151.59511012  .00000077  00000-0  32949-4 0  9999,2 13719  81.2563  27.7231 0070592 230.7451 142.6886 14.14708418 36186,,,,,,,1100,851.441,,7.429455502
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,SL-8 R/B,1984-003B,EARTH,TEME,UTC,SGP4,2022-05-31T20:17:16.836000,13.74401399,0.0023108,82.925,104.978,85.1901,303.6952,0,U,14625,999,92464,-1.73E-06,1.40E-07,0,7361.949,104.773,1000.826,966.802,ROCKET BODY,LARGE,CIS,1/11/1984,PKMTR,,3474670,205047419,0 SL-8 R/B,1 14625U 84003B   22151.84533375  .00000014  00000-0 -17313-5 0  9998,2 14625  82.9250 104.9780 0023108  85.1901 303.6952 13.74401399924647,,,,,,,1435,991.949,,7.358215745
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,COSMOS 2082,1990-046A,EARTH,TEME,UTC,SGP4,2022-05-31T21:35:29.442912,14.14389021,0.0014146,71.0418,26.2642,153.6936,206.4908,0,U,20624,999,65278,0.00020402,3.44E-06,0,7222.528,101.811,854.61,834.176,PAYLOAD,LARGE,CIS,5/22/1990,TTMTR,,3474670,205048103,0 COSMOS 2082,1 20624U 90046A   22151.89964633  .00000344  00000-0  20402-3 0  9994,2 20624  71.0418  26.2642 0014146 153.6936 206.4908 14.14389021652788,,,,,,,3250,852.528,,7.42889641
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,SL-8 R/B,1980-099B,EARTH,TEME,UTC,SGP4,2022-05-31T18:15:12.198240,13.77059337,0.0031462,82.9403,338.711,79.9509,290.7756,0,U,12092,999,8305,0.00011193,1.26E-06,0,7352.472,104.571,997.47,951.205,ROCKET BODY,LARGE,CIS,12/10/1980,PKMTR,,3474670,205046315,0 SL-8 R/B,1 12092U 80099B   22151.76055785  .00000126  00000-0  11193-3 0  9991,2 12092  82.9403 338.7110 0031462  79.9509 290.7756 13.77059337 83057,,,,,,,1435,982.472,,7.362956419
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:36:12,18 SPCS,SL-8 R/B,1976-070B,EARTH,TEME,UTC,SGP4,2022-06-01T03:20:01.736736,13.76232369,0.0012571,82.9887,18.3439,260.736,273.3042,0,U,9044,999,30286,2.26E-05,3.70E-07,0,7355.418,104.633,986.529,968.036,ROCKET BODY,LARGE,CIS,7/21/1976,PKMTR,,3474783,205070700,0 SL-8 R/B,1  9044U 76070B   22152.13890899  .00000037  00000-0  22615-4 0  9996,2  9044  82.9887  18.3439 0012571 260.7360 273.3042 13.76232369302861,,,,,,,1435,985.418,,7.361481762
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,COSMOS 1275,1981-053A,EARTH,TEME,UTC,SGP4,2022-05-31T19:34:22.061568,13.74355458,0.0039203,82.9601,276.0956,340.0236,19.9382,0,U,12504,999,5633,3.46E-05,4.80E-07,0,7362.113,104.776,1012.839,955.116,PAYLOAD,LARGE,CIS,6/4/1981,PKMTR,,3474670,205046830,0 COSMOS 1275,1 12504U 81053A   22151.81553312  .00000048  00000-0  34615-4 0  9993,2 12504  82.9601 276.0956 0039203 340.0236  19.9382 13.74355458 56334,,,,,,,800,992.113,,7.358133788
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-01T06:14:15,18 SPCS,SL-8 R/B,1985-110B,EARTH,TEME,UTC,SGP4,2022-05-31T14:18:06.907392,13.77030083,0.0031708,82.9309,96.9926,66.2476,294.2001,0,U,16292,999,83380,1.73E-05,3.30E-07,0,7352.577,104.573,997.755,951.128,ROCKET BODY,LARGE,CIS,11/28/1985,PKMTR,,3474670,205047219,0 SL-8 R/B,1 16292U 85110B   22151.59591328  .00000033  00000-0  17276-4 0  9991,2 16292  82.9309  96.9926 0031708  66.2476 294.2001 13.77030083833806,,,,,,,1435,982.577,,7.362903845
