CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,,,,,,,AVG_ALTITUDE,,AVG_VELOCITY
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,ZHEDA PIXING 1C,2010-047C,EARTH,TEME,UTC,SGP4,2022-06-03T03:57:45.409824,14.81421702,0.0024552,97.788,127.8976,80.6544,279.7438,0,U,37167,999,63168,0.00013773,1.03E-05,0,7002.977,97.204,642.036,607.648,PAYLOAD,MEDIUM,PRC,9/22/2010,JSC,,3478399,205224558,0 ZHEDA PIXING 1C,1 37167U 10047C   22154.16510891  .00001031  00000-0  13773-3 0  9990,2 37167  97.7880 127.8976 0024552  80.6544 279.7438 14.81421702631684,,,,,,,632.977,,7.544449738
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:46:12,18 SPCS,SBSS (USA 216),2010-048A,EARTH,TEME,UTC,SGP4,2022-06-03T03:30:51.632352,14.81869181,0.0002228,97.8181,13.2095,99.3282,57.491,0,U,37168,999,63163,4.14E-05,2.76E-06,0,7001.567,97.175,624.992,621.872,PAYLOAD,LARGE,US,9/26/2010,AFWTR,,3478207,205219262,0 SBSS (USA 216),1 37168U 10048A   22154.14643093  .00000276  00000-0  41401-4 0  9991,2 37168  97.8181  13.2095 0002228  99.3282  57.4910 14.81869181631630,,,,,,,631.567,,7.545209364
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,SHIJIAN 6 04A (SJ-6 04A),2010-051A,EARTH,TEME,UTC,SGP4,2022-06-03T04:04:23.909088,14.94962512,0.002767,97.7586,138.1361,180.0394,180.0822,0,U,37179,999,63523,0.00018062,1.93E-05,0,6960.626,96.323,601.751,563.231,PAYLOAD,LARGE,PRC,10/6/2010,TSC,,3478429,205225364,0 SHIJIAN 6 04A (SJ-6 04A),1 37179U 10051A   22154.16972117  .00001929  00000-0  18062-3 0  9993,2 37179  97.7586 138.1361 0027670 180.0394 180.0822 14.94962512635234,,,,,,,590.626,,7.567366531
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,SHIJIAN 6 04B (SJ-6 04B),2010-051B,EARTH,TEME,UTC,SGP4,2022-06-03T05:37:06.319488,14.93779828,0.0011481,97.7671,137.5449,183.8328,176.282,0,U,37180,999,63513,4.87E-05,4.59E-06,0,6964.3,96.4,594.16,578.169,PAYLOAD,LARGE,PRC,10/6/2010,TSC,,3478429,205225360,0 SHIJIAN 6 04B (SJ-6 04B),1 37180U 10051B   22154.23410092  .00000459  00000-0  48653-4 0  9999,2 37180  97.7671 137.5449 0011481 183.8328 176.2820 14.93779828635131,,,,,,,594.3,,7.565370195
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,GLOBALSTAR M079,2010-054A,EARTH,TEME,UTC,SGP4,2022-06-02T19:12:44.864928,12.62270629,5.95E-05,52.0042,279.9849,113.771,42.0277,0,U,37188,999,53622,0.00011508,-8.30E-07,0,7791.723,114.08,1414.052,1413.125,PAYLOAD,LARGE,GLOB,10/19/2010,TTMTR,,3477983,205203296,0 GLOBALSTAR M079,1 37188U 10054A   22153.80051927 -.00000083  00000-0  11508-3 0  9992,2 37188  52.0042 279.9849 0000595 113.7710  42.0277 12.62270629536226,,,,,,,1421.723,,7.152406138
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,GLOBALSTAR M074,2010-054B,EARTH,TEME,UTC,SGP4,2022-06-02T19:53:15.984672,12.62268107,6.80E-05,52.0019,279.3948,128.7563,34.808,0,U,37189,999,53683,0.0001211,-8.20E-07,0,7791.734,114.08,1414.129,1413.069,PAYLOAD,LARGE,GLOB,10/19/2010,TTMTR,,3477983,205204048,0 GLOBALSTAR M074,1 37189U 10054B   22153.82865723 -.00000082  00000-0  12110-3 0  9991,2 37189  52.0019 279.3948 0000680 128.7563  34.8080 12.62268107536838,,,,,,,1421.734,,7.152401089
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,GLOBALSTAR M076,2010-054C,EARTH,TEME,UTC,SGP4,2022-06-03T02:15:21.308832,12.6227567,8.92E-05,52.0034,278.6551,94.1305,76.687,0,U,37190,999,53694,8.09E-05,-8.90E-07,0,7791.703,114.08,1414.263,1412.873,PAYLOAD,LARGE,GLOB,10/19/2010,TTMTR,,3478393,205224461,0 GLOBALSTAR M076,1 37190U 10054C   22154.09399663 -.00000089  00000-0  80918-4 0  9997,2 37190  52.0034 278.6551 0000892  94.1305  76.6870 12.62275670536940,,,,,,,1421.703,,7.152415317
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,GLOBALSTAR M077,2010-054D,EARTH,TEME,UTC,SGP4,2022-06-02T16:21:53.071200,12.62264785,5.21E-05,52.0063,236.4478,141.6479,14.6565,0,U,37191,999,53690,0.0001713,-7.30E-07,0,7791.747,114.081,1414.018,1413.206,PAYLOAD,LARGE,GLOB,10/19/2010,TTMTR,,3477983,205202546,0 GLOBALSTAR M077,1 37191U 10054D   22153.68186425 -.00000073  00000-0  17130-3 0  9990,2 37191  52.0063 236.4478 0000521 141.6479  14.6565 12.62264785536906,,,,,,,1421.747,,7.152395122
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,GLOBALSTAR M075,2010-054E,EARTH,TEME,UTC,SGP4,2022-06-02T22:45:17.588736,12.62266197,8.32E-05,51.9961,321.9738,89.1477,77.6169,0,U,37192,999,53579,5.37E-05,-9.40E-07,0,7791.742,114.081,1414.255,1412.958,PAYLOAD,LARGE,GLOB,10/19/2010,TTMTR,,3477983,205202796,0 GLOBALSTAR M075,1 37192U 10054E   22153.94812024 -.00000094  00000-0  53683-4 0  9998,2 37192  51.9961 321.9738 0000832  89.1477  77.6169 12.62266197535794,,,,,,,1421.742,,7.152397417
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,GLOBALSTAR M073,2010-054F,EARTH,TEME,UTC,SGP4,2022-06-03T05:38:34.893312,12.62265977,4.40E-05,52.005,234.0753,141.6691,249.8945,0,U,37193,999,53771,0.00017632,-7.20E-07,0,7791.742,114.081,1413.95,1413.265,PAYLOAD,LARGE,GLOB,10/19/2010,TTMTR,,3478394,205224479,0 GLOBALSTAR M073,1 37193U 10054F   22154.23512608 -.00000072  00000-0  17632-3 0  9996,2 37193  52.0050 234.0753 0000440 141.6691 249.8945 12.62265977537718,,,,,,,1421.742,,7.152397417
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:16:12,18 SPCS,FENGYUN 3B,2010-059A,EARTH,TEME,UTC,SGP4,2022-06-03T01:27:21.312576,14.14255857,0.0022955,99.0914,159.7781,37.8514,322.4274,0,U,37214,999,59892,2.08E-05,-6.00E-08,0,7222.982,101.82,861.427,828.266,PAYLOAD,LARGE,PRC,11/4/2010,TSC,,3478473,205226063,0 FENGYUN 3B,1 37214U 10059A   22154.06066334 -.00000006  00000-0  20822-4 0  9999,2 37214  99.0914 159.7781 0022955  37.8514 322.4274 14.14255857598929,,,,,,,852.982,,7.428662935
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:56:14,18 SPCS,SKYMED 4,2010-060A,EARTH,TEME,UTC,SGP4,2022-06-03T01:38:39.079968,14.82152735,0.0001413,97.8877,337.9393,86.9703,273.1666,0,U,37216,999,62612,4.81E-05,3.30E-06,0,7000.674,97.156,623.528,621.55,PAYLOAD,LARGE,IT,11/6/2010,AFWTR,,3478336,205222727,0 SKYMED 4,1 37216U 10060A   22154.06850787  .00000330  00000-0  48059-4 0  9997,2 37216  97.8877 337.9393 0001413  86.9703 273.1666 14.82152735626122,,,,,,,630.674,,7.545690579
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:16:12,18 SPCS,RESOURCESAT 2,2011-015A,EARTH,TEME,UTC,SGP4,2022-06-03T02:58:27.907968,14.21648396,0.0005372,98.6622,226.8763,108.2548,251.9259,0,U,37387,999,57712,-4.51E-05,-1.42E-06,0,7197.92,101.291,823.652,815.919,PAYLOAD,LARGE,IND,4/20/2011,SRI,,3478466,205226531,0 RESOURCESAT 2,1 37387U 11015A   22154.12393412 -.00000142  00000-0 -45090-4 0  9996,2 37387  98.6622 226.8763 0005372 108.2548 251.9259 14.21648396577121,,,,,,,827.92,,7.441584402
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,YOUTHSAT,2011-015B,EARTH,TEME,UTC,SGP4,2022-06-03T02:35:39.993792,14.24392755,0.0014637,98.3262,183.824,359.1341,69.1565,0,U,37388,999,57809,5.64E-05,9.00E-07,0,7188.672,101.096,821.059,800.015,PAYLOAD,MEDIUM,IND,4/20/2011,SRI,,3478428,205225523,0 YOUTHSAT,1 37388U 11015B   22154.10810178  .00000090  00000-0  56405-4 0  9990,2 37388  98.3262 183.8240 0014637 359.1341  69.1565 14.24392755578097,,,,,,,818.672,,7.446369545
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:46:12,18 SPCS,XSAT,2011-015C,EARTH,TEME,UTC,SGP4,2022-06-03T04:17:00.250368,14.24424751,0.0014166,98.3353,188.1669,359.4825,0.634,0,U,37389,999,57817,4.52E-05,6.40E-07,0,7188.564,101.093,820.613,800.246,PAYLOAD,MEDIUM,SING,4/20/2011,SRI,,3478216,205220079,0 XSAT,1 37389U 11015C   22154.17847512  .00000064  00000-0  45226-4 0  9990,2 37389  98.3353 188.1669 0014166 359.4825   0.6340 14.24424751578171,,,,,,,818.564,,7.446425482
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:16:12,18 SPCS,SJ-11-03,2011-030A,EARTH,TEME,UTC,SGP4,2022-06-03T05:02:21.695712,14.61011342,0.0009404,97.8114,169.1989,23.7797,336.3829,0,U,37730,999,58158,7.20E-05,3.10E-06,0,7068.047,98.562,696.559,683.266,PAYLOAD,LARGE,PRC,7/6/2011,JSC,,3478468,205226571,0 SJ-11-03,1 37730U 11030A   22154.20997333  .00000310  00000-0  71978-4 0  9995,2 37730  97.8114 169.1989 0009404  23.7797 336.3829 14.61011342581581,,,,,,,698.047,,7.509641506
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,GLOBALSTAR M083,2011-033A,EARTH,TEME,UTC,SGP4,2022-06-03T02:05:15.173088,12.62268908,1.83E-05,51.9841,184.7735,290.4782,87.8166,0,U,37739,999,50702,2.32E-05,-1.00E-06,0,7791.73,114.08,1413.738,1413.453,PAYLOAD,LARGE,GLOB,7/13/2011,TTMTR,,3478415,205224409,0 GLOBALSTAR M083,1 37739U 11033A   22154.08698117 -.00000100  00000-0  23207-4 0  9991,2 37739  51.9841 184.7735 0000183 290.4782  87.8166 12.62268908507022,,,,,,,1421.73,,7.152402925
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,GLOBALSTAR M088,2011-033B,EARTH,TEME,UTC,SGP4,2022-06-03T03:48:56.113056,12.62264152,7.38E-05,51.9733,90.9764,25.3647,80.7746,0,U,37740,999,50250,-4.59E-05,-1.12E-06,0,7791.75,114.081,1414.19,1413.04,PAYLOAD,LARGE,GLOB,7/13/2011,TTMTR,,3478387,205224372,0 GLOBALSTAR M088,1 37740U 11033B   22154.15898279 -.00000112  00000-0 -45864-4 0  9999,2 37740  51.9733  90.9764 0000738  25.3647  80.7746 12.62264152502506,,,,,,,1421.75,,7.152393746
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,GLOBALSTAR M091,2011-033C,EARTH,TEME,UTC,SGP4,2022-06-02T16:21:43.187904,12.62265843,7.58E-05,52.0016,53.9994,43.1655,352.3682,0,U,37741,999,50294,6.48E-05,-9.20E-07,0,7791.743,114.081,1414.199,1413.017,PAYLOAD,LARGE,GLOB,7/13/2011,TTMTR,,3477983,205204093,0 GLOBALSTAR M091,1 37741U 11033C   22153.68174986 -.00000092  00000-0  64827-4 0  9995,2 37741  52.0016  53.9994 0000758  43.1655 352.3682 12.62265843502949,,,,,,,1421.743,,7.152396958
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,GLOBALSTAR M085,2011-033D,EARTH,TEME,UTC,SGP4,2022-06-02T21:37:40.372608,12.62266028,8.35E-05,51.9887,5.3547,77.5407,295.6359,0,U,37742,999,50348,3.42E-05,-9.80E-07,0,7791.742,114.081,1414.258,1412.957,PAYLOAD,LARGE,GLOB,7/13/2011,TTMTR,,3477983,205204342,0 GLOBALSTAR M085,1 37742U 11033D   22153.90116172 -.00000098  00000-0  34234-4 0  9999,2 37742  51.9887   5.3547 0000835  77.5407 295.6359 12.62266028503487,,,,,,,1421.742,,7.152397417
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,GLOBALSTAR M081,2011-033E,EARTH,TEME,UTC,SGP4,2022-06-03T02:47:48.695712,12.62270606,9.49E-05,51.9979,6.8009,68.3338,84.0771,0,U,37743,999,50403,6.40E-05,-9.20E-07,0,7791.723,114.08,1414.328,1412.849,PAYLOAD,LARGE,GLOB,7/13/2011,TTMTR,,3478415,205224406,0 GLOBALSTAR M081,1 37743U 11033E   22154.11653583 -.00000092  00000-0  63972-4 0  9991,2 37743  51.9979   6.8009 0000949  68.3338  84.0771 12.62270606504033,,,,,,,1421.723,,7.152406138
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,GLOBALSTAR M089,2011-033F,EARTH,TEME,UTC,SGP4,2022-06-03T05:45:05.992416,12.62266351,0.000112,51.9944,320.8636,107.7208,63.8946,0,U,37744,999,50476,2.68E-05,-9.90E-07,0,7791.741,114.081,1414.479,1412.733,PAYLOAD,LARGE,GLOB,7/13/2011,TTMTR,,3478389,205224395,0 GLOBALSTAR M089,1 37744U 11033F   22154.23965269 -.00000099  00000-0  26767-4 0  9990,2 37744  51.9944 320.8636 0001120 107.7208  63.8946 12.62266351504768,,,,,,,1421.741,,7.152397876
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:16:12,18 SPCS,SJ-11-02,2011-039A,EARTH,TEME,UTC,SGP4,2022-06-03T04:55:35.122368,14.61797134,0.0010865,98.4561,3.992,178.15,181.973,0,U,37765,999,57838,6.89E-05,2.94E-06,0,7065.514,98.509,695.056,679.702,PAYLOAD,LARGE,PRC,7/29/2011,JSC,,3478464,205226001,0 SJ-11-02,1 37765U 11039A   22154.20526762  .00000294  00000-0  68917-4 0  9996,2 37765  98.4561   3.9920 0010865 178.1500 181.9730 14.61797134578381,,,,,,,695.514,,7.510987495
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,HAIYANG 2A,2011-043A,EARTH,TEME,UTC,SGP4,2022-06-03T01:40:00.129216,13.7873818,4.22E-05,99.3165,160.1762,127.8806,232.2384,0,U,37781,999,54365,3.15E-05,-1.20E-07,0,7346.503,104.443,968.678,968.058,PAYLOAD,LARGE,PRC,8/15/2011,TSC,,3478396,205224509,0 HAIYANG 2A,1 37781U 11043A   22154.06944594 -.00000012  00000-0  31500-4 0  9997,2 37781  99.3165 160.1762 0000422 127.8806 232.2384 13.78738180543657,,,,,,,976.503,,7.365946996
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,NIGERIASAT 2,2011-044B,EARTH,TEME,UTC,SGP4,2022-06-03T05:37:34.568832,14.62247068,0.0012133,97.8073,177.6228,83.1663,277.0917,0,U,37789,999,57580,4.03E-05,1.60E-06,0,7064.065,98.479,694.501,677.359,PAYLOAD,MEDIUM,NIG,8/17/2011,OREN,,3478376,205223722,0 NIGERIASAT 2,1 37789U 11044B   22154.23442788  .00000160  00000-0  40314-4 0  9999,2 37789  97.8073 177.6228 0012133  83.1663 277.0917 14.62247068575808,,,,,,,694.065,,7.511757793
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:36:13,18 SPCS,NIGERIASAT X,2011-044C,EARTH,TEME,UTC,SGP4,2022-06-03T03:07:13.694304,14.58739532,0.0011032,97.893,197.1116,300.0925,59.9181,0,U,37790,999,57517,3.75E-05,1.32E-06,0,7075.384,98.715,705.054,689.443,PAYLOAD,MEDIUM,NIG,8/17/2011,OREN,,3478129,205218255,0 NIGERIASAT X,1 37790U 11044C   22154.13001961  .00000132  00000-0  37544-4 0  9994,2 37790  97.8930 197.1116 0011032 300.0925  59.9181 14.58739532575171,,,,,,,705.384,,7.505746838
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:36:13,18 SPCS,RASAT,2011-044D,EARTH,TEME,UTC,SGP4,2022-06-03T05:36:48.586752,14.65008128,0.0021934,98.0946,247.4441,171.5911,188.5669,0,U,37791,999,57703,8.22E-05,3.94E-06,0,7055.186,98.293,692.526,661.576,PAYLOAD,MEDIUM,TURK,8/17/2011,OREN,,3478130,205218278,0 RASAT,1 37791U 11044D   22154.23389568  .00000394  00000-0  82185-4 0  9999,2 37791  98.0946 247.4441 0021934 171.5911 188.5669 14.65008128577035,,,,,,,685.186,,7.516483106
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,APRIZESAT 5,2011-044E,EARTH,TEME,UTC,SGP4,2022-06-03T03:05:58.854624,14.75744807,0.0058879,98.3272,29.1361,50.7856,309.8559,0,U,37792,999,58103,5.92E-05,3.59E-06,0,7020.925,97.578,684.128,601.451,PAYLOAD,MEDIUM,US,8/17/2011,OREN,,3478409,205224721,0 APRIZESAT 5,1 37792U 11044E   22154.12915341  .00000359  00000-0  59232-4 0  9990,2 37792  98.3272  29.1361 0058879  50.7856 309.8559 14.75744807581034,,,,,,,650.925,,7.534800409
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,APRIZESAT 6,2011-044F,EARTH,TEME,UTC,SGP4,2022-06-02T20:11:41.157312,14.72771089,0.0047906,98.4027,5.4261,101.099,324.6842,0,U,37793,999,57971,5.36E-05,2.92E-06,0,7030.373,97.775,685.917,618.558,PAYLOAD,MEDIUM,US,8/17/2011,OREN,,3477983,205203597,0 APRIZESAT 6,1 37793U 11044F   22153.84144858  .00000292  00000-0  53551-4 0  9990,2 37793  98.4027   5.4261 0047906 101.0990 324.6842 14.72771089579719,,,,,,,660.373,,7.529735761
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,MEGHA-TROPIQUES,2011-058A,EARTH,TEME,UTC,SGP4,2022-06-02T22:07:29.341632,14.0973943,0.0010325,19.9792,14.9377,118.139,242.0058,0,U,37838,999,48172,4.79E-05,3.49E-06,0,7238.401,102.147,867.739,852.792,PAYLOAD,LARGE,IND,10/12/2011,SRI,,3477983,205203349,0 MEGHA-TROPIQUES,1 37838U 11058A   22153.92186738  .00000349  00000-0  47850-4 0  9995,2 37838  19.9792  14.9377 0010325 118.1390 242.0058 14.09739430481726,,,,,,,868.401,,7.420746572
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,JUGNU,2011-058B,EARTH,TEME,UTC,SGP4,2022-06-02T15:23:22.234848,14.12784931,0.0019021,19.961,265.3139,353.873,35.7622,0,U,37839,999,55004,5.54E-05,3.70E-06,0,7227.994,101.926,863.608,836.111,PAYLOAD,MEDIUM,IND,10/12/2011,SRI,,3477983,205204101,0 JUGNU,1 37839U 11058B   22153.64122957  .00000370  00000-0  55448-4 0  9994,2 37839  19.9610 265.3139 0019021 353.8730  35.7622 14.12784931550048,,,,,,,857.994,,7.426086915
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,SRMSAT,2011-058D,EARTH,TEME,UTC,SGP4,2022-06-02T22:07:03.406944,14.10754287,0.0011848,19.9736,342.7587,184.3228,324.2925,0,U,37841,999,54918,5.47E-05,3.64E-06,0,7234.929,102.073,865.366,848.222,PAYLOAD,MEDIUM,IND,10/12/2011,SRI,,3477983,205202599,0 SRMSAT,1 37841U 11058D   22153.92156721  .00000364  00000-0  54661-4 0  9993,2 37841  19.9736 342.7587 0011848 184.3228 324.2925 14.10754287549189,,,,,,,864.929,,7.422526945
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:36:13,18 SPCS,NPP,2011-061A,EARTH,TEME,UTC,SGP4,2022-06-03T02:13:43.433184,14.19526293,0.0001123,98.7324,92.8444,80.2599,290.908,0,U,37849,999,54915,5.93E-05,8.10E-07,0,7205.092,101.442,827.766,826.148,PAYLOAD,LARGE,US,10/28/2011,AFWTR,,3478157,205218546,0 NPP,1 37849U 11061A   22154.09286381  .00000081  00000-0  59300-4 0  9991,2 37849  98.7324  92.8444 0001123  80.2599 290.9080 14.19526293549151,,,,,,,835.092,,7.437879776
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-02T17:55:29,18 SPCS,M-CUBED/EXP-1 PRIME,2011-061F,EARTH,TEME,UTC,SGP4,2022-06-02T13:13:49.444608,15.12081395,0.0154194,101.7075,264.7525,107.226,254.5898,0,U,37855,999,57898,0.0003867,8.75E-05,0,6907.99,95.233,636.373,423.338,PAYLOAD,SMALL,US,10/28/2011,AFWTR,,3477482,205168771,0 M-CUBED/EXP-1 PRIME,1 37855U 11061F   22153.55126672  .00008750  00000-0  38670-3 0  9991,2 37855 101.7075 264.7525 0154194 107.2260 254.5898 15.12081395578987,,,,,,,537.99,,7.596141908
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:16:12,18 SPCS,YAOGAN 12,2011-066B,EARTH,TEME,UTC,SGP4,2022-06-03T03:15:10.090080,15.23562297,0.0010024,97.3149,226.4245,121.0938,295.8525,0,U,37875,999,58797,0.00021243,5.02E-05,0,6873.243,94.515,501.998,488.218,PAYLOAD,LARGE,PRC,11/9/2011,TSC,,3478509,205226608,0 YAOGAN 12,1 37875U 11066B   22154.13553345  .00005016  00000-0  21243-3 0  9994,2 37875  97.3149 226.4245 0010024 121.0938 295.8525 15.23562297587975,,,,,,,503.243,,7.615318474
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:46:12,18 SPCS,CHUANG XIN 1-03,2011-068A,EARTH,TEME,UTC,SGP4,2022-06-03T06:01:13.554048,14.29855858,0.0016033,98.6897,149.4464,115.2938,244.9906,0,U,37930,999,55221,4.18E-05,6.30E-07,0,7170.35,100.709,803.711,780.718,PAYLOAD,MEDIUM,PRC,11/20/2011,JSC,,3478221,205219210,0 CHUANG XIN 1-03,1 37930U 11068A   22154.25085132  .00000063  00000-0  41827-4 0  9993,2 37930  98.6897 149.4464 0016033 115.2938 244.9906 14.29855858552219,,,,,,,800.35,,7.455877124
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:16:12,18 SPCS,SHIYAN 4 (SY-4),2011-068B,EARTH,TEME,UTC,SGP4,2022-06-03T06:04:36.069600,14.2995281,0.0023908,98.6936,149.9271,146.7681,213.5009,0,U,37931,999,54989,7.12E-05,1.40E-06,0,7170.026,100.703,809.033,774.748,PAYLOAD,LARGE,PRC,11/20/2011,JSC,,3478468,205226078,0 SHIYAN 4 (SY-4),1 37931U 11068B   22154.25319525  .00000140  00000-0  71203-4 0  9997,2 37931  98.6936 149.9271 0023908 146.7681 213.5009 14.29952810549890,,,,,,,800.026,,7.456045581
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,YAOGAN 13,2011-072A,EARTH,TEME,UTC,SGP4,2022-06-03T03:01:02.329824,15.21076132,0.0003818,97.6314,104.0653,86.123,330.2502,0,U,37941,999,58262,0.00022445,4.92E-05,0,6880.73,94.67,505.222,499.968,PAYLOAD,LARGE,PRC,11/29/2011,TSC,,3478369,205223614,0 YAOGAN 13,1 37941U 11072A   22154.12572141  .00004917  00000-0  22445-3 0  9993,2 37941  97.6314 104.0653 0003818  86.1230 330.2502 15.21076132582621,,,,,,,510.73,,7.61117419
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T07:06:16,18 SPCS,SSOT,2011-076E,EARTH,TEME,UTC,SGP4,2022-06-03T04:46:57.242496,14.82117777,0.0001245,97.7928,226.868,90.0332,270.1017,0,U,38011,999,56592,0.00012551,9.47E-06,0,7000.784,97.158,623.521,621.778,PAYLOAD,MEDIUM,CHLE,12/17/2011,FRGUI,,3478412,205224773,0 SSOT,1 38011U 11076E   22154.19927364  .00000947  00000-0  12551-3 0  9990,2 38011  97.7928 226.8680 0001245  90.0332 270.1017 14.82117777565928,,,,,,,630.784,,7.545631297
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:26:12,18 SPCS,PLEIADES 1,2011-076F,EARTH,TEME,UTC,SGP4,2022-06-03T04:18:40.839840,14.58532773,0.0001568,98.1997,229.3305,86.8926,273.2463,0,U,38012,999,55699,6.35E-05,2.50E-06,0,7076.053,98.729,699.027,696.808,PAYLOAD,LARGE,FR,12/17/2011,FRGUI,,3478069,205215715,0 PLEIADES 1,1 38012U 11076F   22154.17963935  .00000250  00000-0  63538-4 0  9992,2 38012  98.1997 229.3305 0001568  86.8926 273.2463 14.58532773556998,,,,,,,706.053,,7.505392017
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T06:26:12,18 SPCS,ZY 1,2011-079A,EARTH,TEME,UTC,SGP4,2022-06-03T05:01:46.170624,14.35382327,0.0006165,98.5891,218.894,315.1034,44.9658,0,U,38038,999,54744,9.54E-05,2.29E-06,0,7151.933,100.322,778.207,769.389,PAYLOAD,LARGE,PRC,12/22/2011,TSC,,3478053,205216274,0 ZY 1,1 38038U 11079A   22154.20956216  .00000229  00000-0  95380-4 0  9997,2 38038  98.5891 218.8940 0006165 315.1034  44.9658 14.35382327547449,,,,,,,781.933,,7.465470796
2,GENERATED VIA SPACE-TRACK.ORG API,2022-06-03T02:31:39,18 SPCS,GLOBALSTAR M084,2011-080A,EARTH,TEME,UTC,SGP4,2022-06-02T20:33:50.461920,12.62266765,2.85E-05,51.9985,188.7309,126.6449,44.3906,0,U,38040,999,48244,4.58E-05,-9.60E-07,0,7791.739,114.08,1413.826,1413.382,PAYLOAD,LARGE,GLOB,12/28/2011,TTMTR,,3477983,205202616,0 GLOBALSTAR M084,1 38040U 11080A   22153.85683405 -.00000096  00000-0  45800-4 0  9994,2 38040  51.9985 188.7309 0000285 126.6449  44.3906 12.62266765482448,,,,,,,1421.739,,7.152398794
